Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,17.215368270874023,3.950000047683716,19.898500442504883,30.996416091918945,0.37393176555633545,17.336750396463433,3.9800000190734863,19.968000411987305,31.19660963118329,0.37676102953200613,17.18082158752494,3.8399999141693115,19.701000213623047,30.946366911610774,0.3706309950594074,17.2947338904156,3.8499999046325684,19.940000534057617,31.154900389942295,0.37534639754417076,234684800,20548400,42756000,30632200,260092000
2014-01-03,16.83721923828125,4.0,19.82200050354004,30.787883758544922,0.36945226788520813,17.233109896093442,4.0,20.135499954223633,31.04646642680094,0.37534652296064025,16.820100477848595,3.880000114440918,19.81100082397461,30.529301090288904,0.3682734168701217,17.206967176986268,3.9800000190734863,19.914499282836914,31.029783366077798,0.37463920673038337,392467600,22887200,44204000,31134800,259332000
2014-01-06,16.929035186767578,4.130000114440918,19.681499481201172,30.13726234436035,0.3744034171104431,17.018358926043,4.179999828338623,19.850000381469727,30.771202784996895,0.37723265365128605,16.607528566448103,3.990000009536743,19.42099952697754,30.120579282505616,0.3696879854010082,16.727354919085204,4.010000228881836,19.792499542236328,30.73783666128742,0.37322453810356754,412610800,42398300,63412000,43603700,409492000
2014-01-07,16.807958602905273,4.179999828338623,19.901500701904297,30.370813369750977,0.3805333971977234,16.99220920482998,4.25,19.923500061035156,30.437545605136386,0.3819480294180567,16.741976844892093,4.110000133514404,19.714500427246094,30.20398596325557,0.37558224063859763,16.941167089123894,4.190000057220459,19.75200080871582,30.304084316333682,0.37817569556784814,317209200,42932100,38320000,35802800,333288000
2014-01-08,16.914405822753906,4.179999828338623,20.09600067138672,29.82862091064453,0.385720431804657,16.979764282982163,4.260000228881836,20.149999618530273,30.145592620333453,0.38760659906490325,16.76594682543067,4.139999866485596,19.802000045776367,29.678479766021013,0.38053346481247347,16.769680074881922,4.230000019073486,19.923500061035156,30.028814406755345,0.3819480972841645,258529600,30678700,46330000,59971700,308192000
2014-01-09,16.69840431213379,4.090000152587891,20.050500869750977,29.63677406311035,0.3713383376598358,17.020221654481514,4.230000019073486,20.344499588012695,29.95374581054633,0.3805333619215446,16.66198934644905,4.050000190734863,19.922000885009766,29.528338955856192,0.37015948695417994,17.018353367945558,4.199999809265137,20.18549919128418,29.928722813790454,0.3798260458769475,279148800,30667600,42060000,36516300,292172000
2014-01-10,16.58698272705078,4.170000076293945,19.882999420166016,30.06219482421875,0.3708668351173401,16.831613584331183,4.199999809265137,20.187999725341797,30.153950087680656,0.3751107039680612,16.530026579909144,4.070000171661377,19.690000534057617,29.82029516272266,0.3675660638479028,16.80142346874916,4.090000152587891,20.12649917602539,29.945416555074203,0.37251724885808113,304976000,20840800,53590000,40548800,218492000
2014-01-13,16.673818588256836,4.130000114440918,19.548999786376953,29.178001403808594,0.36214330792427063,16.88452442426541,4.199999809265137,19.98900032043457,30.045501362937493,0.3732244996287519,16.49174540898382,4.090000152587891,19.422500610351562,29.05288323672167,0.3614359918354698,16.492679552318627,4.190000057220459,19.89900016784668,30.02047836591373,0.37086679807009554,378492800,22856100,56898000,45901900,243332000
2014-01-14,17.005596160888672,4.300000190734863,19.87700080871582,29.845308303833008,0.3734602928161621,17.01617757837035,4.300000190734863,19.931499481201172,29.928723598486396,0.374167608927291,16.733886768796346,4.130000114440918,19.56450080871582,28.886056280080066,0.3623790726558569,16.75131635467647,4.139999866485596,19.60650062561035,28.969468392765318,0.3640294862838312,332561600,42434800,46802000,41623300,241828000
2014-01-15,17.347023010253906,4.46999979019165,19.793500900268555,30.662765502929688,0.37746840715408325,17.435414260321032,4.599999904632568,19.965499877929688,30.687791687535984,0.37888303947821395,17.169618855910677,4.320000171661377,19.62649917602539,29.903703663893793,0.3734603197104096,17.22750915748911,4.340000152587891,19.94700050354004,29.945412910914694,0.37511070535121377,391638800,66613100,53566000,44812600,175044000
2014-01-16,17.25023078918457,4.380000114440918,19.790000915527344,30.771196365356445,0.37864717841148376,17.33115222193905,4.510000228881836,19.964500427246094,30.862951595430715,0.37935449442477337,17.170241837815666,4.320000171661377,19.470500946044922,30.28740040037577,0.3758179424643418,17.27046114737319,4.5,19.68400001525879,30.604368963582132,0.37746832775800654,229278000,46975600,52024000,38018700,220652000
2014-01-17,16.827560424804688,4.179999828338623,19.980499267578125,30.345800399780273,0.3769969344139099,17.182368508821128,4.349999904632568,20.17449951171875,30.721161392935322,0.3831269713518975,16.803595171570596,4.110000133514404,19.683000564575195,30.153949932605286,0.3746392322233035,17.164006450804965,4.150000095367432,19.71299934387207,30.721161392935322,0.37864732032612897,426739600,45842700,90102000,46267500,340400000
2014-01-21,17.08900260925293,4.170000076293945,20.352500915527344,30.17061996459961,0.3784113824367523,17.120125198638604,4.340000152587891,20.389999389648438,30.71280824235683,0.38076908347761573,16.819783235314723,4.130000114440918,20.079999923706055,30.078867913534843,0.37440329628848723,16.83752364316098,4.309999942779541,20.149999618530273,30.71280824235683,0.3774682851567989,328526800,58702900,62442000,31567300,246076000
2014-01-22,17.164947509765625,3.6700000762939453,20.226999282836914,29.970426559448242,0.3779398798942566,17.34483990169301,3.819999933242798,20.402999877929688,30.295738220077546,0.3795902651415899,17.049790249515215,3.6600000858306885,20.100000381469727,29.820282226547363,0.373460230673191,17.14627295514151,3.7899999618530273,20.399999618530273,30.24568904845465,0.3791187305146398,379985200,86329500,41210000,21904300,337940000
2014-01-23,17.310293197631836,3.619999885559082,19.993499755859375,30.07886505126953,0.376525342464447,17.320252960083852,3.680000066757202,20.308500289916992,30.137254160921845,0.3807692113847952,16.956419114435935,3.5799999237060547,19.88949966430664,29.628432049407817,0.3736961058862225,17.116082816347408,3.6700000762939453,20.049999237060547,30.103888046272573,0.37676112389014194,403239200,29844700,60508000,43954000,185028000
2014-01-24,16.995641708374023,3.4700000286102295,19.3799991607666,30.704465866088867,0.3668587803840637,17.292870593690246,3.609999895095825,20.010000228881836,31.321723086991245,0.3748749840623047,16.95455767167568,3.4100000858306885,19.363500595092773,30.470906241830132,0.3668587803840637,17.242450107012754,3.5999999046325684,19.908000946044922,31.238310981021048,0.37346035161731367,429354800,48095800,89168000,76395500,246696000
2014-01-27,17.13350486755371,3.4100000858306885,19.31399917602539,30.053861618041992,0.3645009696483612,17.267336636379408,3.490000009536743,19.704999923706055,30.771217716033007,0.37204560819034044,16.985669265299173,3.3499999046325684,19.024499893188477,30.012155534152562,0.3623790216138562,17.120122687976785,3.4800000190734863,19.524999618530273,30.75453464608319,0.36685867094935576,554878800,31332300,78736000,44420800,233812000
2014-01-28,15.764078140258789,3.5399999618530273,19.721500396728516,30.2540340423584,0.36803749203681946,16.028626875691334,3.569999933242798,19.73699951171875,30.354129209837538,0.3682732733903861,15.6261989123666,3.4100000858306885,19.356000900268555,29.820284073991452,0.3623789925053481,15.834416475983659,3.430000066757202,19.3700008392334,30.12891269653347,0.3637936244147195,1065523200,27962600,57890000,36205500,167996000
2014-01-29,15.585111618041992,3.4800000190734863,19.209999084472656,30.579347610473633,0.3645009696483612,15.79115000266327,3.559999942779541,19.642499923706055,30.76285808048484,0.3687448376113547,15.51881904163364,3.450000047683716,19.16200065612793,29.945407268022134,0.36426518827585513,15.684707558312589,3.5199999809265137,19.607999801635742,30.012136323137355,0.3666228895768497,502810000,21765000,67646000,52745900,162944000
2014-01-30,15.55492877960205,3.4800000190734863,20.15049934387207,30.746171951293945,0.3706310987472534,15.764080518130447,3.5199999809265137,20.3125,30.762855008899045,0.37133841493905,15.459069366801677,3.450000047683716,19.385000228881836,30.22066677362094,0.36544413207809395,15.640830089680312,3.509999990463257,19.688499450683594,30.68778284066004,0.3666229830290804,678501600,17111700,209478000,35036300,202896000
2014-01-31,15.580450057983398,3.430000066757202,17.934499740600586,31.563629150390625,0.3701595067977905,15.609395209571034,3.4700000286102295,18.772499084472656,31.605335211966146,0.37228142693931643,15.361029386639627,3.430000066757202,17.88800048828125,30.495938700608313,0.3652083223262042,15.411760693151985,3.450000047683716,18.58799934387207,30.821250435653326,0.36544407561636305,464797200,13602100,323096000,93162300,335348000
2014-02-03,15.609393119812012,3.3299999237060547,17.3075008392334,30.429201126098633,0.365208238363266,15.802360217169776,3.440000057220459,18.042499542236328,31.68874496603199,0.3732244105060998,15.539988925328508,3.3299999237060547,17.0049991607666,30.38749507182894,0.36379360652346576,15.643007322303687,3.430000066757202,17.948999404907227,31.480211512715552,0.3727528759281707,401464000,22280200,205616000,64063100,431728000
2014-02-04,15.835350036621094,3.369999885559082,17.397499084472656,30.320768356323242,0.3673301935195923,15.856203708198933,3.430000066757202,17.700000762939453,31.021441014233428,0.36803750950785485,15.647675303305125,3.299999952316284,17.201000213623047,30.23735623260692,0.36308632569603255,15.743847197440479,3.3499999046325684,17.47949981689453,30.83793370566381,0.3649724922960608,376681200,22681000,96258000,54697900,280692000
2014-02-05,15.953624725341797,3.309999942779541,17.322500228881836,29.878677368164062,0.3640294671058655,16.037346936174142,3.369999885559082,17.4685001373291,30.42086569999022,0.36591563393416787,15.756301003672698,3.2899999618530273,16.886499404907227,29.861994307588194,0.36120020281040244,15.765949943176793,3.359999895095825,17.299999237060547,30.27072133677585,0.36473678317973124,328344800,14858900,88708000,55814400,214676000
2014-02-06,16.046611785888672,3.4100000858306885,17.72949981689453,30.17896270751953,0.3687448501586914,16.077609666298237,3.4600000381469727,17.740999221801758,30.237351821997663,0.3696879194687726,15.899454624203258,3.319999933242798,17.3700008392334,29.770235724204497,0.3640294473962506,15.969902984303344,3.319999933242798,17.3700008392334,29.861990956089592,0.36450098205129117,257765200,16072900,66714000,35351800,168380000
2014-02-07,16.271100997924805,3.4700000286102295,18.054000854492188,30.49593734741211,0.37416762113571167,16.372858240657916,3.5,18.09000015258789,30.52096034685337,0.3746391558565094,16.19908920899137,3.4200000762939453,17.624500274658203,30.037161144533048,0.36638719987147333,16.324328120604623,3.4600000381469727,17.948999404907227,30.295743805976848,0.3696879710230792,370280400,23119700,86610000,33260500,157248000
2014-02-10,16.562597274780273,3.630000114440918,18.043500900268555,30.696130752563477,0.3753463327884674,16.656527301340653,3.640000104904175,18.25,30.696130752563477,0.3802975157856846,16.218502094524734,3.450000047683716,17.967500686645508,30.27072381001101,0.37346016649876507,16.239166232172636,3.5,18.08049964904785,30.554329499035557,0.373695947824732,345559200,21241100,68994000,26767000,324372000
2014-02-11,16.78082847595215,3.700000047683716,18.089500427246094,31.004758834838867,0.3831269145011902,16.836871464338916,3.75,18.180500030517578,31.07983102110595,0.3840699839950835,16.57856472248394,3.6500000953674316,17.8125,30.746179334783413,0.37558227423197477,16.613319869685842,3.6600000858306885,18.091999053955078,30.762862396394837,0.37746841321976143,282256800,34198100,64442000,32141400,235384000
2014-02-12,16.779573440551758,3.690000057220459,17.462499618530273,31.254985809326172,0.396801620721817,16.89354222526183,3.7300000190734863,17.887500762939453,31.363420882143437,0.39963088562889937,16.695664470430334,3.630000114440918,17.31599998474121,31.113181448151764,0.3843057944022869,16.81182374060022,3.7100000381469727,17.821500778198242,31.15488749015587,0.3843057944022869,308100800,18321300,131754000,27051800,744528000
2014-02-13,17.0460205078125,3.700000047683716,17.860000610351562,31.371774673461914,0.4092974066734314,17.059170108117677,3.7100000381469727,17.860000610351562,31.58030813639961,0.4116551365654717,16.72571972103001,3.640000104904175,17.325000762939453,31.13821821320149,0.3996308462143708,16.74012174384645,3.640000104904175,17.385000228881836,31.13821821320149,0.4067039515724249,307398000,13368600,83500000,37635500,902836000
2014-02-14,17.032243728637695,3.690000057220459,17.86750030517578,31.38010597229004,0.42226484417915344,17.094552172240437,3.7200000286102295,17.966999053955078,31.513567224546662,0.4232079137618741,16.94520453654759,3.640000104904175,17.667499542236328,31.13820964017739,0.40528936684197575,16.984653341031283,3.700000047683716,17.966999053955078,31.188255621044092,0.4055251482906687,272924400,12387900,70404000,31407500,817536000
